Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-13 00:00:00+00:00,20.310792922973633,20.310792922973633,20.310792922973633,20.310792922973633,0,0.0,0.0
2023-03-13 00:01:00+00:00,20.325393676757812,20.325393676757812,20.325393676757812,20.325393676757812,1112768,0.0,0.0
2023-03-13 00:03:00+00:00,20.330554962158203,20.330554962158203,20.330554962158203,20.330554962158203,0,0.0,0.0
2023-03-13 00:04:00+00:00,20.368045806884766,20.368045806884766,20.368045806884766,20.368045806884766,707840,0.0,0.0
2023-03-13 00:05:00+00:00,20.368045806884766,20.368045806884766,20.368045806884766,20.368045806884766,574784,0.0,0.0
2023-03-13 00:06:00+00:00,20.357908248901367,20.357908248901367,20.357908248901367,20.357908248901367,534016,0.0,0.0
2023-03-13 00:07:00+00:00,20.28241539001465,20.28241539001465,20.28241539001465,20.28241539001465,283392,0.0,0.0
2023-03-13 00:08:00+00:00,20.243759155273438,20.243759155273438,20.243759155273438,20.243759155273438,641856,0.0,0.0
2023-03-13 00:10:00+00:00,20.222917556762695,20.222917556762695,20.222917556762695,20.222917556762695,4580736,0.0,0.0
2023-03-13 00:11:00+00:00,20.23134422302246,20.23134422302246,20.23134422302246,20.23134422302246,298688,0.0,0.0
2023-03-13 00:12:00+00:00,20.233671188354492,20.233671188354492,20.233671188354492,20.233671188354492,1812544,0.0,0.0
2023-03-13 00:13:00+00:00,20.218116760253906,20.218116760253906,20.218116760253906,20.218116760253906,2160896,0.0,0.0
2023-03-13 00:14:00+00:00,20.221452713012695,20.221452713012695,20.221452713012695,20.221452713012695,0,0.0,0.0
2023-03-13 00:15:00+00:00,20.220958709716797,20.220958709716797,20.220958709716797,20.220958709716797,80000,0.0,0.0
2023-03-13 00:16:00+00:00,20.14725112915039,20.14725112915039,20.14725112915039,20.14725112915039,1270464,0.0,0.0
2023-03-13 00:18:00+00:00,20.184301376342773,20.184301376342773,20.184301376342773,20.184301376342773,1666240,0.0,0.0
2023-03-13 00:19:00+00:00,20.262868881225586,20.262868881225586,20.262868881225586,20.262868881225586,1537984,0.0,0.0
2023-03-13 00:20:00+00:00,20.278474807739258,20.278474807739258,20.278474807739258,20.278474807739258,867712,0.0,0.0
2023-03-13 00:21:00+00:00,20.280818939208984,20.280818939208984,20.280818939208984,20.280818939208984,0,0.0,0.0
2023-03-13 00:22:00+00:00,20.32131576538086,20.32131576538086,20.32131576538086,20.32131576538086,0,0.0,0.0
2023-03-13 00:23:00+00:00,20.365175247192383,20.365175247192383,20.365175247192383,20.365175247192383,5963776,0.0,0.0
2023-03-13 00:24:00+00:00,20.36341667175293,20.36341667175293,20.36341667175293,20.36341667175293,247424,0.0,0.0
2023-03-13 00:26:00+00:00,20.38340950012207,20.38340950012207,20.38340950012207,20.38340950012207,3464448,0.0,0.0
2023-03-13 00:27:00+00:00,20.387332916259766,20.387332916259766,20.387332916259766,20.387332916259766,339264,0.0,0.0
2023-03-13 00:28:00+00:00,20.363330841064453,20.363330841064453,20.363330841064453,20.363330841064453,171520,0.0,0.0
2023-03-13 00:29:00+00:00,20.373031616210938,20.373031616210938,20.373031616210938,20.373031616210938,535488,0.0,0.0
2023-03-13 00:31:00+00:00,20.358991622924805,20.358991622924805,20.358991622924805,20.358991622924805,313152,0.0,0.0
2023-03-13 00:32:00+00:00,20.361385345458984,20.361385345458984,20.361385345458984,20.361385345458984,1236608,0.0,0.0
2023-03-13 00:33:00+00:00,20.35329246520996,20.35329246520996,20.35329246520996,20.35329246520996,77504,0.0,0.0
2023-03-13 00:35:00+00:00,20.33848762512207,20.33848762512207,20.33848762512207,20.33848762512207,629632,0.0,0.0
2023-03-13 00:36:00+00:00,20.33219337463379,20.33219337463379,20.33219337463379,20.33219337463379,1076096,0.0,0.0
2023-03-13 00:37:00+00:00,20.336408615112305,20.336408615112305,20.336408615112305,20.336408615112305,1086208,0.0,0.0
2023-03-13 00:38:00+00:00,20.318923950195312,20.318923950195312,20.318923950195312,20.318923950195312,0,0.0,0.0
2023-03-13 00:39:00+00:00,20.313207626342773,20.313207626342773,20.313207626342773,20.313207626342773,483968,0.0,0.0
2023-03-13 00:41:00+00:00,20.297378540039062,20.297378540039062,20.297378540039062,20.297378540039062,1536960,0.0,0.0
2023-03-13 00:43:00+00:00,20.39139175415039,20.39139175415039,20.39139175415039,20.39139175415039,10325504,0.0,0.0
2023-03-13 00:44:00+00:00,20.410877227783203,20.410877227783203,20.410877227783203,20.410877227783203,3004288,0.0,0.0
2023-03-13 00:45:00+00:00,20.423208236694336,20.423208236694336,20.423208236694336,20.423208236694336,1360512,0.0,0.0
2023-03-13 00:46:00+00:00,20.488183975219727,20.488183975219727,20.488183975219727,20.488183975219727,2486144,0.0,0.0
2023-03-13 00:47:00+00:00,20.487628936767578,20.487628936767578,20.487628936767578,20.487628936767578,4446144,0.0,0.0
2023-03-13 00:48:00+00:00,20.52973175048828,20.52973175048828,20.52973175048828,20.52973175048828,2166208,0.0,0.0
2023-03-13 00:49:00+00:00,20.627037048339844,20.627037048339844,20.627037048339844,20.627037048339844,3965056,0.0,0.0
