Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-13 09:30:00-04:00,26.739999771118164,26.81999969482422,26.65999984741211,26.80500030517578,1460957,0.0,0.0
2023-03-13 09:31:00-04:00,26.809999465942383,26.889999389648438,26.770000457763672,26.889999389648438,274517,0.0,0.0
2023-03-13 09:32:00-04:00,26.895000457763672,26.93000030517578,26.81999969482422,26.850000381469727,418346,0.0,0.0
2023-03-13 09:33:00-04:00,26.850000381469727,27.020000457763672,26.799999237060547,26.96500015258789,280009,0.0,0.0
2023-03-13 09:34:00-04:00,26.96500015258789,27.020000457763672,26.905000686645508,26.940000534057617,142894,0.0,0.0
2023-03-13 09:35:00-04:00,26.9325008392334,26.94499969482422,26.8799991607666,26.899999618530273,99779,0.0,0.0
2023-03-13 09:36:00-04:00,26.899999618530273,26.989999771118164,26.895000457763672,26.954999923706055,145675,0.0,0.0
2023-03-13 09:37:00-04:00,26.954999923706055,27.0,26.920000076293945,26.98040008544922,112362,0.0,0.0
2023-03-13 09:38:00-04:00,26.979999542236328,26.979999542236328,26.8700008392334,26.875,135115,0.0,0.0
2023-03-13 09:39:00-04:00,26.8799991607666,27.0,26.8799991607666,27.0,177232,0.0,0.0
2023-03-13 09:40:00-04:00,27.010000228881836,27.040000915527344,26.93000030517578,26.959999084472656,244505,0.0,0.0
2023-03-13 09:41:00-04:00,26.959999084472656,26.959999084472656,26.799999237060547,26.84000015258789,260736,0.0,0.0
2023-03-13 09:42:00-04:00,26.834999084472656,26.885000228881836,26.780000686645508,26.8799991607666,139649,0.0,0.0
2023-03-13 09:43:00-04:00,26.8799991607666,26.895000457763672,26.809999465942383,26.81999969482422,208490,0.0,0.0
2023-03-13 09:44:00-04:00,26.815000534057617,26.850000381469727,26.790000915527344,26.844999313354492,174927,0.0,0.0
2023-03-13 09:45:00-04:00,26.844999313354492,26.93000030517578,26.815000534057617,26.93000030517578,132869,0.0,0.0
2023-03-13 09:46:00-04:00,26.920000076293945,26.94499969482422,26.889999389648438,26.920000076293945,312627,0.0,0.0
2023-03-13 09:47:00-04:00,26.920000076293945,27.059999465942383,26.8799991607666,27.049999237060547,220526,0.0,0.0
2023-03-13 09:48:00-04:00,27.059999465942383,27.1299991607666,27.0,27.110000610351562,168636,0.0,0.0
2023-03-13 09:49:00-04:00,27.114999771118164,27.139999389648438,27.024999618530273,27.06999969482422,238702,0.0,0.0
2023-03-13 09:50:00-04:00,27.059999465942383,27.1200008392334,27.049999237060547,27.052499771118164,163907,0.0,0.0
2023-03-13 09:51:00-04:00,27.05500030517578,27.09939956665039,26.989999771118164,27.020000457763672,375972,0.0,0.0
2023-03-13 09:52:00-04:00,27.014999389648438,27.09000015258789,27.0,27.020000457763672,133400,0.0,0.0
2023-03-13 09:53:00-04:00,27.014999389648438,27.024999618530273,26.924999237060547,26.96500015258789,172463,0.0,0.0
2023-03-13 09:54:00-04:00,26.954999923706055,27.059999465942383,26.954999923706055,27.059999465942383,93459,0.0,0.0
2023-03-13 09:55:00-04:00,27.049999237060547,27.09000015258789,26.9950008392334,27.075000762939453,116603,0.0,0.0
2023-03-13 09:56:00-04:00,27.06999969482422,27.135000228881836,27.049999237060547,27.1299991607666,129145,0.0,0.0
2023-03-13 09:57:00-04:00,27.125,27.15999984741211,27.100000381469727,27.145000457763672,104789,0.0,0.0
2023-03-13 09:58:00-04:00,27.149999618530273,27.190000534057617,27.145000457763672,27.166000366210938,99467,0.0,0.0
2023-03-13 09:59:00-04:00,27.165000915527344,27.174999237060547,27.100099563598633,27.104999542236328,150566,0.0,0.0
2023-03-13 10:00:00-04:00,27.104999542236328,27.104999542236328,27.014999389648438,27.020000457763672,146661,0.0,0.0
2023-03-13 10:01:00-04:00,27.024999618530273,27.065000534057617,27.0,27.010000228881836,187833,0.0,0.0
2023-03-13 10:02:00-04:00,27.014999389648438,27.03499984741211,26.940000534057617,26.969999313354492,189036,0.0,0.0
2023-03-13 10:03:00-04:00,26.975000381469727,27.06999969482422,26.96500015258789,27.010000228881836,121024,0.0,0.0
2023-03-13 10:04:00-04:00,27.0049991607666,27.010000228881836,26.940000534057617,26.941999435424805,119949,0.0,0.0
2023-03-13 10:05:00-04:00,26.94499969482422,26.989999771118164,26.899999618530273,26.934999465942383,179352,0.0,0.0
2023-03-13 10:06:00-04:00,26.934999465942383,26.989999771118164,26.915000915527344,26.924999237060547,231849,0.0,0.0
2023-03-13 10:07:00-04:00,26.920000076293945,27.030000686645508,26.860000610351562,27.030000686645508,166271,0.0,0.0
2023-03-13 10:08:00-04:00,27.024999618530273,27.110000610351562,27.0,27.09000015258789,137923,0.0,0.0
2023-03-13 10:09:00-04:00,27.079999923706055,27.079999923706055,27.010000228881836,27.03499984741211,70959,0.0,0.0
2023-03-13 10:10:00-04:00,27.03499984741211,27.049999237060547,26.989999771118164,27.014999389648438,92391,0.0,0.0
2023-03-13 10:11:00-04:00,27.010000228881836,27.024999618530273,26.969999313354492,26.989999771118164,121942,0.0,0.0
2023-03-13 10:12:00-04:00,26.985000610351562,27.0,26.899999618530273,26.954999923706055,208420,0.0,0.0
2023-03-13 10:13:00-04:00,26.954999923706055,26.985000610351562,26.8799991607666,26.975000381469727,185241,0.0,0.0
2023-03-13 10:14:00-04:00,26.979999542236328,26.979999542236328,26.934999465942383,26.969999313354492,102590,0.0,0.0
2023-03-13 10:15:00-04:00,26.96500015258789,26.96500015258789,26.889999389648438,26.899999618530273,89100,0.0,0.0
2023-03-13 10:16:00-04:00,26.899999618530273,26.920000076293945,26.8700008392334,26.905000686645508,145003,0.0,0.0
2023-03-13 10:17:00-04:00,26.90999984741211,26.940000534057617,26.8799991607666,26.892499923706055,129390,0.0,0.0
2023-03-13 10:18:00-04:00,26.889999389648438,26.966299057006836,26.859899520874023,26.934999465942383,217852,0.0,0.0
2023-03-13 10:19:00-04:00,26.924999237060547,26.94499969482422,26.889999389648438,26.93000030517578,138156,0.0,0.0
