Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-13 00:00:00+00:00,22156.40625,22156.40625,22156.40625,22156.40625,0,0.0,0.0
2023-03-13 00:01:00+00:00,22231.919921875,22231.919921875,22231.919921875,22231.919921875,0,0.0,0.0
2023-03-13 00:03:00+00:00,22190.7578125,22190.7578125,22190.7578125,22190.7578125,57380864,0.0,0.0
2023-03-13 00:04:00+00:00,22178.580078125,22178.580078125,22178.580078125,22178.580078125,56381440,0.0,0.0
2023-03-13 00:05:00+00:00,22176.67578125,22176.67578125,22176.67578125,22176.67578125,12126208,0.0,0.0
2023-03-13 00:06:00+00:00,22113.546875,22113.546875,22113.546875,22113.546875,16799744,0.0,0.0
2023-03-13 00:07:00+00:00,22075.734375,22075.734375,22075.734375,22075.734375,34689024,0.0,0.0
2023-03-13 00:08:00+00:00,22090.3671875,22090.3671875,22090.3671875,22090.3671875,0,0.0,0.0
2023-03-13 00:10:00+00:00,22128.115234375,22128.115234375,22128.115234375,22128.115234375,90140672,0.0,0.0
2023-03-13 00:11:00+00:00,22149.48046875,22149.48046875,22149.48046875,22149.48046875,8650752,0.0,0.0
2023-03-13 00:12:00+00:00,22140.322265625,22140.322265625,22140.322265625,22140.322265625,33656832,0.0,0.0
2023-03-13 00:13:00+00:00,22136.794921875,22136.794921875,22136.794921875,22136.794921875,32280576,0.0,0.0
2023-03-13 00:14:00+00:00,22141.859375,22141.859375,22141.859375,22141.859375,0,0.0,0.0
2023-03-13 00:15:00+00:00,22129.30078125,22129.30078125,22129.30078125,22129.30078125,0,0.0,0.0
2023-03-13 00:16:00+00:00,22119.11328125,22119.11328125,22119.11328125,22119.11328125,0,0.0,0.0
2023-03-13 00:18:00+00:00,22148.23046875,22148.23046875,22148.23046875,22148.23046875,0,0.0,0.0
2023-03-13 00:19:00+00:00,22170.064453125,22170.064453125,22170.064453125,22170.064453125,11534336,0.0,0.0
2023-03-13 00:20:00+00:00,22222.58984375,22222.58984375,22222.58984375,22222.58984375,15839232,0.0,0.0
2023-03-13 00:21:00+00:00,22216.7578125,22216.7578125,22216.7578125,22216.7578125,3080192,0.0,0.0
2023-03-13 00:22:00+00:00,22346.927734375,22346.927734375,22346.927734375,22346.927734375,0,0.0,0.0
2023-03-13 00:23:00+00:00,22363.953125,22363.953125,22363.953125,22363.953125,190824448,0.0,0.0
2023-03-13 00:24:00+00:00,22313.9296875,22313.9296875,22313.9296875,22313.9296875,9728000,0.0,0.0
2023-03-13 00:26:00+00:00,22290.154296875,22290.154296875,22290.154296875,22290.154296875,132378624,0.0,0.0
2023-03-13 00:27:00+00:00,22256.880859375,22256.880859375,22256.880859375,22256.880859375,20854784,0.0,0.0
2023-03-13 00:28:00+00:00,22325.166015625,22325.166015625,22325.166015625,22325.166015625,0,0.0,0.0
2023-03-13 00:29:00+00:00,22339.322265625,22339.322265625,22339.322265625,22339.322265625,72255488,0.0,0.0
