Datetime,Open,High,Low,Close,Volume
2023-02-16 09:30:00-05:00,99.19,99.4,98.96,99.143,3211885
2023-02-16 09:35:00-05:00,99.14,99.16,98.32,98.71,1499728
2023-02-16 09:40:00-05:00,98.7,98.97,98.6,98.847,1306601
2023-02-16 09:45:00-05:00,98.85,99.18,98.67,99.002,1089463
2023-02-16 09:50:00-05:00,99.01,99.32,98.865,99.09,960542
2023-02-16 09:55:00-05:00,99.08,99.29,98.932,99.14,914719
2023-02-16 10:00:00-05:00,99.145,99.18,98.75,98.83,778694
2023-02-16 10:05:00-05:00,98.84,99.23,98.78,99.19,716069
2023-02-16 10:10:00-05:00,99.18,99.49,99.12,99.135,854401
2023-02-16 10:15:00-05:00,99.14,99.4,99.0,99.35,501146
2023-02-16 10:20:00-05:00,99.34,99.73,99.32,99.58,879265
2023-02-16 10:25:00-05:00,99.61,99.79,99.45,99.737,678601
2023-02-16 10:30:00-05:00,99.709,99.936,99.65,99.876,1042689
2023-02-16 10:35:00-05:00,99.88,100.05,99.75,99.94,727929
2023-02-16 10:40:00-05:00,99.945,100.09,99.753,99.81,588169
2023-02-16 10:45:00-05:00,99.82,100.13,99.71,100.085,651046
2023-02-16 10:50:00-05:00,100.1,100.16,99.91,100.072,531657
2023-02-16 10:55:00-05:00,100.08,100.16,100.01,100.145,410814
2023-02-16 11:00:00-05:00,100.145,100.63,100.08,100.56,779576
2023-02-16 11:05:00-05:00,100.55,100.56,100.01,100.219,640167
2023-02-16 11:10:00-05:00,100.215,100.43,100.02,100.4,417859
2023-02-16 11:15:00-05:00,100.404,100.413,100.11,100.15,427706
2023-02-16 11:20:00-05:00,100.15,100.21,99.83,100.024,580363
2023-02-16 11:25:00-05:00,100.025,100.22,99.86,100.13,391661
2023-02-16 11:30:00-05:00,100.14,100.29,99.95,100.08,301293
2023-02-16 11:35:00-05:00,100.07,100.226,99.978,100.144,277851
2023-02-16 11:40:00-05:00,100.149,100.395,100.149,100.31,346981
2023-02-16 11:45:00-05:00,100.315,100.505,100.311,100.43,394789
2023-02-16 11:50:00-05:00,100.43,100.45,100.13,100.16,338584
2023-02-16 11:55:00-05:00,100.155,100.26,99.975,99.98,302466
2023-02-16 12:00:00-05:00,99.973,100.025,99.75,99.847,458948
2023-02-16 12:05:00-05:00,99.851,99.98,99.75,99.853,467743
2023-02-16 12:10:00-05:00,99.845,99.95,99.8,99.92,263062
2023-02-16 12:15:00-05:00,99.92,99.93,99.46,99.47,530248
2023-02-16 12:20:00-05:00,99.49,99.94,99.443,99.879,540415
2023-02-16 12:25:00-05:00,99.89,100.03,99.83,99.932,420580
2023-02-16 12:30:00-05:00,99.94,100.23,99.903,100.15,362182
2023-02-16 12:35:00-05:00,100.15,100.27,100.04,100.05,379187
2023-02-16 12:40:00-05:00,100.07,100.2,100.02,100.13,282974
2023-02-16 12:45:00-05:00,100.12,100.23,100.08,100.138,368088
2023-02-16 12:50:00-05:00,100.135,100.213,100.0,100.04,336070
2023-02-16 12:55:00-05:00,100.05,100.115,99.78,99.825,358324
2023-02-16 13:00:00-05:00,99.83,100.05,99.71,99.785,352749
2023-02-16 13:05:00-05:00,99.787,99.925,99.77,99.88,190165
2023-02-16 13:10:00-05:00,99.88,99.91,99.52,99.53,387891
