Datetime,Open,High,Low,Close,Volume
2023-02-08 09:30:00-05:00,153.88,154.2,153.23,154.11,3044502
2023-02-08 09:35:00-05:00,154.11,154.33,153.9,154.272,1100260
2023-02-08 09:40:00-05:00,154.275,154.58,154.013,154.29,1241627
2023-02-08 09:45:00-05:00,154.28,154.315,153.61,153.62,1028106
2023-02-08 09:50:00-05:00,153.6,153.69,153.16,153.56,1136684
2023-02-08 09:55:00-05:00,153.561,153.62,153.21,153.45,1037621
2023-02-08 10:00:00-05:00,153.44,153.5,152.92,153.47,1093224
2023-02-08 10:05:00-05:00,153.45,153.61,153.05,153.605,868044
2023-02-08 10:10:00-05:00,153.6,153.77,153.1,153.3,834617
2023-02-08 10:15:00-05:00,153.29,153.75,153.255,153.53,725150
2023-02-08 10:20:00-05:00,153.533,153.61,153.03,153.22,633683
2023-02-08 10:25:00-05:00,153.22,153.22,152.76,152.96,708425
2023-02-08 10:30:00-05:00,152.95,152.95,152.25,152.327,1073193
2023-02-08 10:35:00-05:00,152.325,152.759,152.27,152.73,917180
2023-02-08 10:40:00-05:00,152.73,152.927,152.66,152.899,1039662
2023-02-08 10:45:00-05:00,152.895,153.07,152.8,152.967,537868
2023-02-08 10:50:00-05:00,152.97,153.265,152.93,153.21,881558
2023-02-08 10:55:00-05:00,153.21,153.45,153.14,153.161,665910
2023-02-08 11:00:00-05:00,153.161,153.19,152.74,152.961,785512
2023-02-08 11:05:00-05:00,152.97,153.117,152.88,153.1,678946
2023-02-08 11:10:00-05:00,153.099,153.19,152.59,152.62,635661
2023-02-08 11:15:00-05:00,152.62,152.83,152.42,152.7,647324
2023-02-08 11:20:00-05:00,152.69,152.7,152.125,152.2,622898
2023-02-08 11:25:00-05:00,152.21,152.225,151.71,152.045,1055196
2023-02-08 11:30:00-05:00,152.04,152.129,151.61,151.72,689445
2023-02-08 11:35:00-05:00,151.729,152.09,151.71,151.917,624036
2023-02-08 11:40:00-05:00,151.92,151.92,151.46,151.515,781059
2023-02-08 11:45:00-05:00,151.52,151.92,151.486,151.83,997299
2023-02-08 11:50:00-05:00,151.83,152.0,151.6,151.71,482618
2023-02-08 11:55:00-05:00,151.735,152.31,151.68,152.23,590664
2023-02-08 12:00:00-05:00,152.237,152.25,151.69,151.72,455786
2023-02-08 12:05:00-05:00,151.708,151.855,151.616,151.8,376655
2023-02-08 12:10:00-05:00,151.8,152.02,151.62,151.621,397486
2023-02-08 12:15:00-05:00,151.62,151.95,151.58,151.78,1086926
2023-02-08 12:20:00-05:00,151.78,152.12,151.73,151.96,344848
2023-02-08 12:25:00-05:00,151.965,152.04,151.78,152.03,351548
2023-02-08 12:30:00-05:00,152.035,152.14,151.575,151.59,498586
2023-02-08 12:35:00-05:00,151.6,151.675,151.3,151.324,524039
2023-02-08 12:40:00-05:00,151.32,151.397,151.168,151.36,493443
2023-02-08 12:45:00-05:00,151.36,151.63,151.36,151.62,364669
2023-02-08 12:50:00-05:00,151.63,151.8,151.59,151.6,363545
2023-02-08 12:55:00-05:00,151.61,151.86,151.48,151.783,337201
2023-02-08 13:00:00-05:00,151.78,151.93,151.66,151.825,336878
2023-02-08 13:05:00-05:00,151.83,152.14,151.67,151.88,531129
2023-02-08 13:10:00-05:00,151.89,151.96,151.76,151.83,366858
2023-02-08 13:15:00-05:00,151.825,151.925,151.59,151.71,349006
2023-02-08 13:20:00-05:00,151.725,152.05,151.68,152.03,408832
2023-02-08 13:25:00-05:00,152.04,152.054,151.66,151.66,479698
2023-02-08 13:30:00-05:00,151.66,151.72,151.47,151.5,392978
2023-02-08 13:35:00-05:00,151.5,151.58,151.22,151.38,463687
2023-02-08 13:40:00-05:00,151.39,151.67,151.35,151.6,660965
