Datetime,Open,High,Low,Close,Volume
2023-02-14 09:30:00-05:00,152.12,152.25,151.0,151.35,4279123
2023-02-14 09:35:00-05:00,151.36,151.78,151.19,151.66,1612963
2023-02-14 09:40:00-05:00,151.635,152.25,151.625,152.05,1796922
2023-02-14 09:45:00-05:00,152.025,152.6,152.025,152.305,1464384
2023-02-14 09:50:00-05:00,152.315,152.53,152.0,152.33,1137026
2023-02-14 09:55:00-05:00,152.335,153.0,152.335,152.84,1124759
2023-02-14 10:00:00-05:00,152.84,153.59,152.8,153.38,1151216
2023-02-14 10:05:00-05:00,153.39,153.658,153.28,153.5,904159
2023-02-14 10:10:00-05:00,153.495,153.77,153.21,153.267,1035797
2023-02-14 10:15:00-05:00,153.275,153.63,153.04,153.16,908556
2023-02-14 10:20:00-05:00,153.18,153.45,153.12,153.37,612491
2023-02-14 10:25:00-05:00,153.38,153.5,152.88,152.94,732335
2023-02-14 10:30:00-05:00,152.94,153.08,152.51,152.55,719133
2023-02-14 10:35:00-05:00,152.54,152.54,151.6,151.62,1186950
2023-02-14 10:40:00-05:00,151.63,151.74,151.23,151.535,1029107
2023-02-14 10:45:00-05:00,151.55,151.78,150.86,151.73,1242439
2023-02-14 10:50:00-05:00,151.74,151.74,151.27,151.49,701534
2023-02-14 10:55:00-05:00,151.487,151.97,151.32,151.87,683750
2023-02-14 11:00:00-05:00,151.88,152.495,151.82,152.18,869740
2023-02-14 11:05:00-05:00,152.17,152.46,151.989,151.989,652119
2023-02-14 11:10:00-05:00,151.99,152.19,151.9,152.04,520012
2023-02-14 11:15:00-05:00,152.03,152.39,151.95,152.3,560257
2023-02-14 11:20:00-05:00,152.305,152.53,152.14,152.5,408148
2023-02-14 11:25:00-05:00,152.51,152.59,151.44,151.542,983482
2023-02-14 11:30:00-05:00,151.55,151.56,151.12,151.21,879423
2023-02-14 11:35:00-05:00,151.21,151.56,151.14,151.33,630548
2023-02-14 11:40:00-05:00,151.35,151.386,151.04,151.14,490824
2023-02-14 11:45:00-05:00,151.14,151.72,151.1,151.54,494253
2023-02-14 11:50:00-05:00,151.53,151.6,151.17,151.55,496448
2023-02-14 11:55:00-05:00,151.56,151.83,151.36,151.7,518882
2023-02-14 12:00:00-05:00,151.695,151.91,151.57,151.687,501944
2023-02-14 12:05:00-05:00,151.68,151.87,151.58,151.83,335340
2023-02-14 12:10:00-05:00,151.83,152.12,151.788,151.97,500392
2023-02-14 12:15:00-05:00,151.96,152.095,151.88,152.02,482843
2023-02-14 12:20:00-05:00,152.025,152.23,151.81,151.81,388760
2023-02-14 12:25:00-05:00,151.81,152.11,151.8,151.89,352064
2023-02-14 12:30:00-05:00,151.885,152.34,151.82,152.29,356007
2023-02-14 12:35:00-05:00,152.29,152.29,151.876,151.955,325424
2023-02-14 12:40:00-05:00,151.95,152.16,151.88,151.955,366373
2023-02-14 12:45:00-05:00,151.96,152.1,151.89,152.02,300903
2023-02-14 12:50:00-05:00,152.02,152.02,151.75,151.92,344607
2023-02-14 12:55:00-05:00,151.92,152.22,151.912,152.105,363483
2023-02-14 13:00:00-05:00,152.11,152.9,152.06,152.79,729535
2023-02-14 13:05:00-05:00,152.78,153.11,152.78,152.87,626248
2023-02-14 13:10:00-05:00,152.87,152.929,152.64,152.765,347597
2023-02-14 13:15:00-05:00,152.79,153.22,152.68,152.89,585096
2023-02-14 13:20:00-05:00,152.9,153.065,152.74,152.83,453206
2023-02-14 13:25:00-05:00,152.83,152.86,152.59,152.775,275280
